,state,action,reward,next_state,done
94,"[486.54302979 487.83074951 460.45895386 452.61276245 464.88119507
 464.8911438 ]",0,-0.00010253906250000042,"[487.83074951 460.45895386 452.61276245 464.88119507 464.8911438
 462.37557983]",False
95,"[487.83074951 460.45895386 452.61276245 464.88119507 464.8911438
 462.37557983]",0,-7.54669189453125,"[460.45895386 452.61276245 464.88119507 464.8911438  462.37557983
 473.99511719]",True
96,"[393.27770996 473.18243408 457.66174316 452.98962402 467.80303955
 468.2114563 ]",0,-0.01,"[473.18243408 457.66174316 452.98962402 467.80303955 468.2114563
 466.3286438 ]",False
97,"[473.18243408 457.66174316 452.98962402 467.80303955 468.2114563
 466.3286438 ]",1,-1.8928125,"[457.66174316 452.98962402 467.80303955 468.2114563  466.3286438
 467.1156311 ]",False
98,"[457.66174316 452.98962402 467.80303955 468.2114563  466.3286438
 467.1156311 ]",0,0.7769873046875,"[452.98962402 467.80303955 468.2114563  466.3286438  467.1156311
 458.36904907]",False
99,"[452.98962402 467.80303955 468.2114563  466.3286438  467.1156311
 458.36904907]",1,-17.5031640625,"[467.80303955 468.2114563  466.3286438  467.1156311  458.36904907
 471.47900391]",False
100,"[467.80303955 468.2114563  466.3286438  467.1156311  458.36904907
 471.47900391]",0,26.20990966796875,"[468.2114563  466.3286438  467.1156311  458.36904907 471.47900391
 482.18811035]",False
101,"[468.2114563  466.3286438  467.1156311  458.36904907 471.47900391
 482.18811035]",0,32.1273193359375,"[466.3286438  467.1156311  458.36904907 471.47900391 482.18811035
 471.51889038]",False
102,"[466.3286438  467.1156311  458.36904907 471.47900391 482.18811035
 471.51889038]",2,-42.6968798828125,"[467.1156311  458.36904907 471.47900391 482.18811035 471.51889038
 469.95483398]",False
103,"[467.1156311  458.36904907 471.47900391 482.18811035 471.51889038
 469.95483398]",1,-4.702169189453125,"[458.36904907 471.47900391 482.18811035 471.51889038 469.95483398
 466.74362183]",False
104,"[458.36904907 471.47900391 482.18811035 471.51889038 469.95483398
 466.74362183]",0,-9.643636474609375,"[471.47900391 482.18811035 471.51889038 469.95483398 466.74362183
 484.79391479]",False
105,"[471.47900391 482.18811035 471.51889038 469.95483398 466.74362183
 484.79391479]",2,72.181171875,"[482.18811035 471.51889038 469.95483398 466.74362183 484.79391479
 482.69970703]",False
106,"[482.18811035 471.51889038 469.95483398 466.74362183 484.79391479
 482.69970703]",1,-6.292623291015625,"[471.51889038 469.95483398 466.74362183 484.79391479 482.69970703
 480.41595459]",False
107,"[471.51889038 469.95483398 466.74362183 484.79391479 482.69970703
 480.41595459]",0,-6.86125732421875,"[469.95483398 466.74362183 484.79391479 482.69970703 480.41595459
 485.71139526]",False
108,"[469.95483398 466.74362183 484.79391479 482.69970703 480.41595459
 485.71139526]",0,21.1817626953125,"[466.74362183 484.79391479 482.69970703 480.41595459 485.71139526
 482.68969727]",False
109,"[466.74362183 484.79391479 482.69970703 480.41595459 485.71139526
 482.68969727]",2,-15.128489990234375,"[484.79391479 482.69970703 480.41595459 485.71139526 482.68969727
 488.78295898]",False
110,"[484.79391479 482.69970703 480.41595459 485.71139526 482.68969727
 488.78295898]",1,24.363046875,"[482.69970703 480.41595459 485.71139526 482.68969727 488.78295898
 500.91943359]",False
111,"[482.69970703 480.41595459 485.71139526 482.68969727 488.78295898
 500.91943359]",0,48.5358984375,"[480.41595459 485.71139526 482.68969727 488.78295898 500.91943359
 496.82077026]",False
112,"[480.41595459 485.71139526 482.68969727 488.78295898 500.91943359
 496.82077026]",0,-20.493316650390625,"[485.71139526 482.68969727 488.78295898 500.91943359 496.82077026
 488.87268066]",False
113,"[485.71139526 482.68969727 488.78295898 500.91943359 496.82077026
 488.87268066]",1,-47.69853759765625,"[482.68969727 488.78295898 500.91943359 496.82077026 488.87268066
 494.72653198]",False
114,"[482.68969727 488.78295898 500.91943359 496.82077026 488.87268066
 494.72653198]",0,35.11310791015625,"[488.78295898 500.91943359 496.82077026 488.87268066 494.72653198
 510.7822876 ]",False
115,"[488.78295898 500.91943359 496.82077026 488.87268066 494.72653198
 510.7822876 ]",0,112.39028930664062,"[500.91943359 496.82077026 488.87268066 494.72653198 510.7822876
 504.55944824]",False
116,"[500.91943359 496.82077026 488.87268066 494.72653198 510.7822876
 504.55944824]",1,-49.79271484375,"[496.82077026 488.87268066 494.72653198 510.7822876  504.55944824
 482.26086426]",False
117,"[496.82077026 488.87268066 494.72653198 510.7822876  504.55944824
 482.26086426]",0,-178.398671875,"[488.87268066 494.72653198 510.7822876  504.55944824 482.26086426
 498.37649536]",False
118,"[488.87268066 494.72653198 510.7822876  504.55944824 482.26086426
 498.37649536]",1,145.03067993164063,"[494.72653198 510.7822876  504.55944824 482.26086426 498.37649536
 494.20797729]",False
119,"[494.72653198 510.7822876  504.55944824 482.26086426 498.37649536
 494.20797729]",2,-37.52666259765625,"[510.7822876  504.55944824 482.26086426 498.37649536 494.20797729
 490.47824097]",False
120,"[510.7822876  504.55944824 482.26086426 498.37649536 494.20797729
 490.47824097]",0,-29.857890625,"[504.55944824 482.26086426 498.37649536 494.20797729 490.47824097
 482.76947021]",False
121,"[504.55944824 482.26086426 498.37649536 494.20797729 490.47824097
 482.76947021]",1,-69.38893676757813,"[482.26086426 498.37649536 494.20797729 490.47824097 482.76947021
 495.61410522]",False
122,"[482.26086426 498.37649536 494.20797729 490.47824097 482.76947021
 495.61410522]",0,115.59171508789062,"[498.37649536 494.20797729 490.47824097 482.76947021 495.61410522
 494.87609863]",False
123,"[498.37649536 494.20797729 490.47824097 482.76947021 495.61410522
 494.87609863]",1,-7.39006591796875,"[494.20797729 490.47824097 482.76947021 495.61410522 494.87609863
 504.13061523]",False
124,"[494.20797729 490.47824097 482.76947021 495.61410522 494.87609863
 504.13061523]",2,92.535166015625,"[490.47824097 482.76947021 495.61410522 494.87609863 504.13061523
 506.36447144]",False
125,"[490.47824097 482.76947021 495.61410522 494.87609863 504.13061523
 506.36447144]",1,20.094705810546873,"[482.76947021 495.61410522 494.87609863 504.13061523 506.36447144
 508.17944336]",False
126,"[482.76947021 495.61410522 494.87609863 504.13061523 506.36447144
 508.17944336]",0,16.324747314453123,"[495.61410522 494.87609863 504.13061523 506.36447144 508.17944336
 501.63748169]",False
